mpa_name,date,bottomT,long_dd,lat_dd,long_approx,lat_approx
Blue Cavern Offshore SMCA,1993-01-01,7.263008527457714,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-02,7.276192523539066,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-03,7.2893765196204185,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-04,7.283516965806484,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-05,7.2930387407541275,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-06,7.299630738794804,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-07,7.3208716213703156,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-08,7.325266286730766,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-09,7.3208716213703156,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-10,7.29816585034132,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-11,7.281319633126259,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-12,7.244697421789169,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-13,7.240302756428719,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-14,7.227118760347366,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-15,7.2124698758125305,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-16,7.197088547050953,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-17,7.183904550969601,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-18,7.166325889527798,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-19,7.148014783859253,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-20,7.117252126336098,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-21,7.092349022626877,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-22,7.056459255516529,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-23,7.026429042220116,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-24,6.994201496243477,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-25,6.975890390574932,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-26,6.945860177278519,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-27,6.936338402330875,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-28,6.973693057894707,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-29,7.027893930673599,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-30,7.076967693865299,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-01-31,7.115787237882614,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-01,7.148014783859253,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-02,7.175847664475441,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-03,7.205145433545113,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-04,7.210272543132305,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-05,7.20807521045208,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-06,7.209540098905563,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-07,7.20001832395792,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-08,7.205877877771854,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-09,7.219061873853207,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-10,7.1985534355044365,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-11,7.186834327876568,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-12,7.1531418934464455,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-13,7.129703678190708,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-14,7.124576568603516,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-15,7.133365899324417,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-16,7.143620118498802,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-17,7.1707205548882484,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-18,7.2161320969462395,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-19,7.271065413951874,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-20,7.316476956009865,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-21,7.3421125039458275,-118.47002738638601,33.48371446780473,-118.5,33.5
Blue Cavern Offshore SMCA,1993-02-22,7.372875161468983,-118.47002738638601,33.48371446780473,-118.5,33.5
