mpa_name,date,bottomT,long_dd,lat_dd,long_approx,lat_approx
Gull Island FMR,1993-01-01,8.779168076813221,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-02,8.832636505365372,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-03,8.878780491650105,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-04,8.902218706905842,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-05,8.90588092803955,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-06,8.927854254841805,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-07,8.935911141335964,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-08,8.99157690256834,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-09,9.013550229370594,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-10,8.997436456382275,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-11,8.990844458341599,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-12,9.05310221761465,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-13,9.057496882975101,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-14,9.1029084250330925,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-15,9.117557309567928,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-16,9.109500423073769,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-17,9.136600859463215,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-18,9.115359976887703,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-19,9.108035534620285,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-20,9.082399986684322,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-21,9.02819911390543,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-22,9.009888008236885,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-23,8.973265796899796,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-24,8.936643585562706,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-25,8.88097782433033,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-26,8.867793828248978,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-27,8.853877387940884,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-28,8.859736941754818,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-29,8.859004497528076,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-30,8.826044507324696,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-01-31,8.775505855679512,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-01,8.728629425168037,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-02,8.707388542592525,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-03,8.693472102284431,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-04,8.68468277156353,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-05,8.681020550429821,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-06,8.700064100325108,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-07,8.723502315580845,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-08,8.722037427127361,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-09,8.73375653475523,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-10,8.77037874609232,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
Gull Island FMR,1993-02-11,8.776238299906254,-119.844930415425,33.88450080462557,-119.83333587646484,33.91666793823242
